"word_txt","word_tr","phrase_txt","phrase_tr","prev_word_txt","prev_word_tr","next_word_txt","next_word_tr","poss_type","pronominal","ablative","poss_rel"
"oba","3.nsg.poss","Adi ada eka gogon Keriso pate obo buk me Ngäna mɨnyi ngämo eka ngangeyang de bäne ngattongattong bandmoe lla yaba tikop nyongo särämbaenen e bablle zan e oba tikop e",NA,"e","all","tikop","heart","oba","yes","no","part_whole"
"bina","2.nsg.poss","Ttongo lla da kawa allan lla yaba pate enddna ekaklle dae ttängäm me Tikop nyongo de bina nallendaebeyo Zizag bälle ibima de pobllem nägayaebeyo bina tikop me oblle ibi we",NA,"de","acc","nallendaebeyo","make.clear.fut.2nsgA>3plP","bina","yes","no",NA
"bina","2.nsg.poss","Ttongo lla da kawa allan lla yaba pate enddna ekaklle dae ttängäm me Tikop nyongo de bina nallendaebeyo Zizag bälle ibima de pobllem nägayaebeyo bina tikop me oblle ibi we",NA,"nägayaebeyo","aux.fut.2nsgA>3plP","tikop","heart","bina","yes","no","part_whole"
"bina","2.nsg.poss","Bogo ttam pänaenen pallall eka de kawa gognän lla yaba pate ada Bina gagäll atta opnaemom a Adi pate ingollang agmom a ngäna ine beyangkäbmenyneg oba Adi bina gagäll de bawengaemnegän",NA,"","","gagäll","bad","bina","yes","no",NA
"oba","3.nsg.poss","Bogo ttam pänaenen pallall eka de kawa gognän lla yaba pate ada Bina gagäll atta opnaemom a Adi pate ingollang agmom a ngäna ine beyangkäbmenyneg oba Adi bina gagäll de bawengaemnegän",NA,"","","adi","God","oba","yes","no",NA
"bina","2.nsg.poss","Bogo ttam pänaenen pallall eka de kawa gognän lla yaba pate ada Bina gagäll atta opnaemom a Adi pate ingollang agmom a ngäna ine beyangkäbmenyneg oba Adi bina gagäll de bawengaemnegän",NA,"adi","God","gagäll","bad","bina","yes","no",NA
"oba","3.nsg.poss","Ubi abo oba gagäll de golläntmenynegnän tämamae lla yaba ingoll alle a Zon ine dängkäbmenynegnän Zoden walle me",NA,"abo","then","gagäll","bad","oba","yes","no",NA
"yaba","3.nsg.poss","Ubi abo oba gagäll de golläntmenynegnän tämamae lla yaba ingoll alle a Zon ine dängkäbmenynegnän Zoden walle me",NA,"lla","man","ingoll","like","aba","yes","no",NA
"obo","3.sg.poss","Zon ine kämbägag malla ai zawag daeya obo mättnan ma ittro da kemol kom alle ngasnenatt dagaeya obo gablle mättnan ma källän a ddäddäg ttoe dädär alle ngasngesatt daeya ako malla bogo ai otät llämang dagirnän be obo otät a bomattattal kok a wa winy dagwaeya",NA,"","","mättnan","wear-pl","obo","yes","no",NA
"obo","3.sg.poss","Zon ine kämbägag malla ai zawag daeya obo mättnan ma ittro da kemol kom alle ngasnenatt dagaeya obo gablle mättnan ma källän a ddäddäg ttoe dädär alle ngasngesatt daeya ako malla bogo ai otät llämang dagirnän be obo otät a bomattattal kok a wa winy dagwaeya",NA,"","","gablle","hip","obo","yes","no",NA
"obo","3.sg.poss","Zon ine kämbägag malla ai zawag daeya obo mättnan ma ittro da kemol kom alle ngasnenatt dagaeya obo gablle mättnan ma källän a ddäddäg ttoe dädär alle ngasngesatt daeya ako malla bogo ai otät llämang dagirnän be obo otät a bomattattal kok a wa winy dagwaeya",NA,"be","but","otät","food","obo","yes","no",NA
"ngämo","1.sg.poss","Bogo lla de ada eka dasinignän Ge lla da aeya ngämo imnealle beyarän bogo ako mängallang abal dan ngäna obo igiigi me dan",NA,"aeya","who","imnealle","after","ngämo","yes","no",NA
"obo","3.sg.poss","Bogo lla de ada eka dasinignän Ge lla da aeya ngämo imnealle beyarän bogo ako mängallang abal dan ngäna obo igiigi me dan",NA,"ngäna","1.sg.nom","igiigi","under","obo","yes","no",NA
"obo","3.sg.poss","Ede ngäna ddone mullae dan ekaklle abal me melemang bog oblle a bomällkam obo nying kollop tär de bäpitkaeneg a ako bängk obo ttäle watt de",NA,"bomällkam","bend.fut.1sgS","nying","leg","obo","yes","no",NA
"obo","3.sg.poss","Ede ngäna ddone mullae dan ekaklle abal me melemang bog oblle a bomällkam obo nying kollop tär de bäpitkaeneg a ako bängk obo ttäle watt de",NA,"bängk","","ttäle","leg","obo","yes","no","part_whole"
"bo","3.sg.poss","Yesu Bo Ine Kämbägatt A Soroeatt Ttoen",NA,"yesu","Jesus","ine","water","bo","yes","no",NA
"ngämo","1.sg.poss","Inkäm tän a ada deyarän ddapall atta Bongo ngämo mokowang abal Llɨg dan",NA,"bongo","2.sg.nom","mokowang","love-att","ngämo","yes","no",NA
"ngämene","1.sg.pst.poss","Ngäna kiliallan bäne pate adawatta bongo ngämene eka de malaem anggalle",NA,"bongo","2.sg.nom","eka","speak","ngämene","yes","yes",NA
"bo","3.sg.poss","Bänga lla ddägnanang llune ddäddäg a dadegaeya obom danymaeyo be Adi bo enzul a obom mermerae dampägmenyneyo",NA,"adi","God","enzul","angel","bo","yes","no",NA
"obo","3.sg.poss","Yesu Ngattong Abal Ee Poo 4 Kollba Ittnenang Lla De Olle Dägnegän Obo Kollmällang Ee",NA,"dägnegän","aux.rem.3sgA>3plP","kollmällang","","obo","yes","no","kinship"
"bäne","3.sg.pst.poss","Ekaklle ulle mabun Erod Antipas bäne Zon ine kämbägag bälle säremang maa we zanatt me Yesu dallän Geleli we a Adi bäne Mer Eka de kawa gognän",NA,"antipas","","zon","John","bäne","yes","yes",NA
"bäne","3.sg.pst.poss","Ekaklle ulle mabun Erod Antipas bäne Zon ine kämbägag bälle säremang maa we zanatt me Yesu dallän Geleli we a Adi bäne Mer Eka de kawa gognän",NA,"adi","God","mer eka","good news","bäne","yes","yes",NA
"bo","3.sg.poss","Bogo ada kawa gognän Adi bo saseatt täräp a gänyan ede Adi bo Mabun Maa da dowae dan",NA,"adi","God","saseatt","","bo","yes","no",NA
"bo","3.sg.poss","Bogo ada kawa gognän Adi bo saseatt täräp a gänyan ede Adi bo Mabun Maa da dowae dan",NA,"adi","God","mabun","clan","bo","yes","no",NA
"bina","2.nsg.poss","Ede adawatta bina gagäll atta opnaemom Adi pate a ge Mer Eka de obene imomdae ttoenang nägaeyo",NA,"","","gagäll","bad","bina","yes","no",NA
"obene","3.sg.pst.poss","Ede adawatta bina gagäll atta opnaemom Adi pate a ge Mer Eka de obene imomdae ttoenang nägaeyo",NA,"de","acc","imomdae","truly","obene","yes","yes",NA
"mänyanda","younger.sibling=cl.poss.kin","Ttongo täräp me Yesu angde Geleli bem menae dae dallnän bogo ikop deyagän ubim Saemon a mänyanda Endru",NA,"a","nom","endru","Andrew,","da","no",NA,NA
"obo","3.sg.poss","Ubi gul de daspullnegneyo Geleli bem me kollba we adawatta obo ttam giddoll a diba kollba melem alle de dakällmenän",NA,"adawatta","because","ttam giddoll","life","obo","yes","no",NA
"oba","3.nsg.poss","Diba täräp meae angde Saemon a Endru ge eka de gondäreyo ubi oba gul alle kollba melem de dowattällnegeyo a obom dongkollmälleyo",NA,"ubi","3.nsg.nom","gul","crowd","oba","yes","no",NA
"mänyanda","younger.sibling=cl.poss.kin","Kälae guinggulän dibaballe Yesu ako komlla lla de ikop deyagän ubi dagwaeya Zeims a mänyanda Zon Zebedi bo llɨg komlla",NA,"a","nom","zon","John","da","no",NA,NA
"bo","3.sg.poss","Kälae guinggulän dibaballe Yesu ako komlla lla de ikop deyagän ubi dagwaeya Zeims a mänyanda Zon Zebedi bo llɨg komlla",NA,"zebedi","Jebediah","llɨg","boy","bo","yes","no","kinship"
"oba","3.nsg.poss","Ubi oba gall me dagwaeya gull de dansärämbenegneyo oba mäda Zebedi a muu we melemang lla yaba peyang",NA,"ubi","3.nsg.nom","gall","canoe","oba","yes","no",NA
"oba","3.nsg.poss","Ubi oba gall me dagwaeya gull de dansärämbenegneyo oba mäda Zebedi a muu we melemang lla yaba peyang",NA,"dansärämbenegneyo","prepare.rem.dur.3duA>3plP","mäda","father","oba","yes","no","kinship"
"oba","3.nsg.poss","Ubi oba mäda Zebedi bom gaall me dowansegeyo muu we melemang lla yaba peyang be ubi Yesu bom dongkollmälleyo",NA,"ubi","3.nsg.nom","mäda","father","oba","yes","no","kinship"
"bo","3.sg.poss","Yesu Lla Bo Guwo Watt Gagäll Anyke De Däkällttawän",NA,"lla","man","guwo","","bo","yes","no",NA
"obo","3.sg.poss","Dibaballe Yesu a obo kollmällang a gobällän Kaparnaom taon e",NA,"a","nom","kollmällang","disciple","obo","yes","no","kinship"
"lla yaba","person=3.nsg.poss","Angde Sabat ebdo gogon bogo tameny e dallän zuu lla yaba ikopse ma maa we a Adi bäne Mer Eka lla tameny gongkamän",NA,"zuu","jew","ikopse ma","prayer place","aba","yes","no",NA
"bäne","3.sg.pst.poss","Angde Sabat ebdo gogon bogo tameny e dallän zuu lla yaba ikopse ma maa we a Adi bäne Mer Eka lla tameny gongkamän",NA,"adi","God","mer eka","good news","bäne","yes","yes",NA
"obene","3.sg.pst.poss","Ge lla da ami obom dandärmällneyo ubira läponang gogon obene tameny a adawatta bogo ddone ada däntamenynegnän ge zuu lla yaba sabi tamenyang a alla be bogo mängall peyang däntamenynegnän",NA,"gogon","aux.rem.3sgS","tameny","teach","obene","yes","yes",NA
"lla yaba","person=3.nsg.poss","Ge lla da ami obom dandärmällneyo ubira läponang gogon obene tameny a adawatta bogo ddone ada däntamenynegnän ge zuu lla yaba sabi tamenyang a alla be bogo mängall peyang däntamenynegnän",NA,"zuu","jew","sabi","law","aba","yes","no",NA
"lla yaba","person=3.nsg.poss","Zuu lla yaba ikopse ma maa me gagäll anyke peyang lla da diba täräp abal meae arräre gogon lel me a ada eka gogon Yesu Nazaret ttängämang",NA,"zuu","Jew","ikopse ma","prayer place","aba","yes","no",NA
"bo","3.sg.poss","Ngämo umllang dan bongo aenen bongo Adi bo Kotmeny dan",NA,"adi","God","kotmeny","dirt=priv","bo","yes","no",NA
"bo","3.sg.poss","Ngänäm idor a mudan ada ngäna Adi bo Kotmeny dan a diba lla bo guwo watta agezän",NA,"adi","God","kotmeny","dirt=priv","bo","yes","no",NA
"bo","3.sg.poss","Ngänäm idor a mudan ada ngäna Adi bo Kotmeny dan a diba lla bo guwo watta agezän",NA,"lla","man","guwo","heart","bo","yes","no",NA
"bo","3.sg.poss","Diba täräp abal meae däbe gagäl anyke da däbe lla de ulle bäblem donttogän ullowae arräre gogon a gogezänän diba lla bo guwo watta",NA,"lla","man","guwo","heart","bo","yes","no",NA
"obene","3.sg.pst.poss","Adawatta angde bogo gagäll anyke aba pate mängallang abal ekallan gagäll anyke da obene eka de malaem amallo",NA,"da","nom","eka","speak","obene","yes","yes",NA
"yaba","3.nsg.poss","Angde Yesu Saemon Endru Zeims a Zon gogezän zuu lla yaba ikopse ma maa watta ubi ttättlemae gobällän Saemon a Endru oba maa we",NA,"lla","man","ikopse ma","prayer place","aba","yes","no",NA
"oba","3.nsg.poss","Angde Yesu Saemon Endru Zeims a Zon gogezän zuu lla yaba ikopse ma maa watta ubi ttättlemae gobällän Saemon a Endru oba maa we",NA,"endru","Andrew","maa","house","oba","yes","no",NA
"bo","3.sg.poss","Diba maa me Saemon bo mälla bo mäg wägri itrell atta guitrellnän yunuma me",NA,"saemon","Simon","mälla","woman","bo","yes","no","kinship"
"bo","3.sg.poss","Diba maa me Saemon bo mälla bo mäg wägri itrell atta guitrellnän yunuma me",NA,"mälla","woman","mäg","mother","bo","yes","no","kinship"
"ba","3.nsg.poss","Tämamae lla da diba Kaparnaom taon atta gumaemän Saemon ba maa uud ingoll alle",NA,"saemon","Simon","maa","house","ba","yes","no",NA
"yaba","3.nsg.poss","Yesu abo yuwog itrell sapasapang peyang lla de ai dägnegnän a ako bogo gagäll anye yuwog de däkällttanegnän lla yaba guwo watt de",NA,"lla","man","guwo","heart","aba","yes","no",NA
"obo","3.sg.poss","Obo imnealle abo Saemon a obo nagnag a gobällän oblle yagnenang a",NA,"aeneya","cop.who.pst.sgS,","imnealle","after","obo","yes","no",NA
"obo","3.sg.poss","Obo imnealle abo Saemon a obo nagnag a gobällän oblle yagnenang a",NA,"a","nom","nagnag","friends","obo","yes","no","kinship"
"oba","3.nsg.poss","Yesu ada eka muu gogon Wiyamom ngase ibi ddob maaduma ttängäm e ade bobäll gänya dowae me erag ngäna oba eka de ade bäpany ubira dedme adawatta ngäna adawede deyar gänya ekaklle ulle we",NA,"ngäna","1.sg.nom","eka","speak","oba","yes","no",NA
"yaba","3.nsg.poss","Yesu abo tämamae maaduma ttängäm sapasapang dae Geleli probens me dallnän a yuwog abal zuu lla yaba ikopse ma maa me Adi bäne Mer Eka de dabälldaenän ako gagäll anyke de däkällttanegnän lla yaba guwo watt de",NA,"lla","man","ikopse","prayer","aba","yes","no",NA
"bäne","3.sg.pst.poss","Yesu abo tämamae maaduma ttängäm sapasapang dae Geleli probens me dallnän a yuwog abal zuu lla yaba ikopse ma maa me Adi bäne Mer Eka de dabälldaenän ako gagäll anyke de däkällttanegnän lla yaba guwo watt de",NA,"adi","God","mer eka","good news","bäne","yes","yes",NA
"yaba","3.nsg.poss","Yesu abo tämamae maaduma ttängäm sapasapang dae Geleli probens me dallnän a yuwog abal zuu lla yaba ikopse ma maa me Adi bäne Mer Eka de dabälldaenän ako gagäll anyke de däkällttanegnän lla yaba guwo watt de",NA,"lla","man","guwo","heart","aba","yes","no",NA
"bäne","3.sg.pst.poss","Ttongo täräp me angde Yesu Geleli probens dae dallnän a Adi bäne Mer Eka de kawa gognän ttongo gagäll abal kotkot lepresi itrell peyang lla da dallän Yesu pate bogo tubutubu gogon obo ngattong alle a dawesän obom oblle ngämingg e",NA,"adi","God","mer eka","good news","bäne","yes","yes",NA
"obo","3.sg.poss","Ttongo täräp me angde Yesu Geleli probens dae dallnän a Adi bäne Mer Eka de kawa gognän ttongo gagäll abal kotkot lepresi itrell peyang lla da dallän Yesu pate bogo tubutubu gogon obo ngattong alle a dawesän obom oblle ngämingg e",NA,"gogon","aux.rem.3sgS","ngattong","first","obo","yes","no",NA
"obo","3.sg.poss","Yesu ddobaddobae kandärmang gogon bogo obo ttang de dänttllamän a däbe gagäll abal kotkot lepresi itrellang lla de dädbällän ada eka gogon obo pate Aao ngämo moko da daden bablle sisor e diba gagäll abal kotkot lepresi itrell a obom dowansegän a bogo sisor gogon diba kotkot itrell atta",NA,"bogo","3.sg.nom","ttang","hand","obo","yes","no","part_whole"
"bina","2.nsg.poss","Be ttättlemae nalle bina täre maa we bäne pätt taempäg e bina zuu lla yaba gwängä bun lla pate",NA,"nalle","go.imp.2sgS","täre","feast","bina","yes","no",NA
"bäne","2.sg.poss","Be ttättlemae nalle bina täre maa we bäne pätt taempäg e bina zuu lla yaba gwängä bun lla pate",NA,"we","all","pätt","stem","bäne (2)","yes","no","part_whole"
"bina","2.nsg.poss","Be ttättlemae nalle bina täre maa we bäne pätt taempäg e bina zuu lla yaba gwängä bun lla pate",NA,"e","all","zuu","jew","bina","yes","no",NA
"yaba","3.nsg.poss","Be ttättlemae nalle bina täre maa we bäne pätt taempäg e bina zuu lla yaba gwängä bun lla pate",NA,"lla","man","gwängä","","aba","yes","no",NA
"bäne","2.sg.poss","Ede ako bäne kandärmang ttongg ttoen a wa gwängäm e tälpae ttoen a bina zuu lla yaba gwängäm bun lla bom näse Adi pate bäne kandärmang ttoen ngasnges e ada ge Moses bo gwell a ende ekallan ngasnen e angde lla da sisor gogalle diba kotkot itrell atta",NA,"ako","again","kandärmang","sorry","bäne (2)","yes","no",NA
"bina","2.nsg.poss","Ede ako bäne kandärmang ttongg ttoen a wa gwängäm e tälpae ttoen a bina zuu lla yaba gwängäm bun lla bom näse Adi pate bäne kandärmang ttoen ngasnges e ada ge Moses bo gwell a ende ekallan ngasnen e angde lla da sisor gogalle diba kotkot itrell atta",NA,"","","zuu","jew","bina","yes","no",NA
"yaba","3.nsg.poss","Ede ako bäne kandärmang ttongg ttoen a wa gwängäm e tälpae ttoen a bina zuu lla yaba gwängäm bun lla bom näse Adi pate bäne kandärmang ttoen ngasnges e ada ge Moses bo gwell a ende ekallan ngasnen e angde lla da sisor gogalle diba kotkot itrell atta",NA,"lla","man","gwängäm","","aba","yes","no",NA
"bäne","2.sg.poss","Ede ako bäne kandärmang ttongg ttoen a wa gwängäm e tälpae ttoen a bina zuu lla yaba gwängäm bun lla bom näse Adi pate bäne kandärmang ttoen ngasnges e ada ge Moses bo gwell a ende ekallan ngasnen e angde lla da sisor gogalle diba kotkot itrell atta",NA,"pate","towards","kandärmang","sorry","bäne (2)","yes","no",NA
"bo","3.sg.poss","Ede ako bäne kandärmang ttongg ttoen a wa gwängäm e tälpae ttoen a bina zuu lla yaba gwängäm bun lla bom näse Adi pate bäne kandärmang ttoen ngasnges e ada ge Moses bo gwell a ende ekallan ngasnen e angde lla da sisor gogalle diba kotkot itrell atta",NA,"moses","Moses","gwell","rule","bo","yes","no",NA
"obene","3.sg.pst.poss","Bogo llameny känyärtto ttängäm me dagirnän adawatta yuwog abal lla da obene ttowaemang ttoen ngasnen ikop e moko gognegnän",NA,"da","nom","ttowaemang","miracle-att","obene","yes","yes",NA
"yaba","3.nsg.poss","Lepresi ge itrell a kutt ngämnanang dan a ttoe yuuwattyuuwatt a ute da mɨnyi bongesnegnän ako mängalae lla yaba pate pentaeang dan Zuu lla da gänya itrell peyang lla de kotang eka dägayaebneyo ede ubi ddone ada lla yaba dowae e gognegnän",NA,"lla","man","dowae","close","aba","yes","no",NA
"obo","3.sg.poss","Lla da umllang gognegän ada bogo zäme obo giddollnen ma maa me agan",NA,"zäme","already","giddollnen","live.pl","obo","yes","no",NA
"bäne","3.sg.pst.poss","Yesu abo Adi bäne Mer Eka de kawa gognän oba pate",NA,"adi","God","mer eka","good news","bäne","yes","yes",NA
"oba","3.nsg.poss","Angde ubi gem dangeseyo Yesu ikop dägnegän alla ulle dagaeya oba imomdae ttoen a wa apte pätt dämädämällang lla bo imomdae ttoen a ade adame bogo ada eka dägagän däbe apte pätt dämädämällang lla de Ngämo kaeg",NA,"dagaeya","cop.pst.plS","imomdae","truly","oba","yes","no",NA
"bo","3.sg.poss","Angde ubi gem dangeseyo Yesu ikop dägnegän alla ulle dagaeya oba imomdae ttoen a wa apte pätt dämädämällang lla bo imomdae ttoen a ade adame bogo ada eka dägagän däbe apte pätt dämädämällang lla de Ngämo kaeg",NA,"lla","man","imomdae","truly","bo","yes","no",NA
"ngämo","1.sg.poss","Angde ubi gem dangeseyo Yesu ikop dägnegän alla ulle dagaeya oba imomdae ttoen a wa apte pätt dämädämällang lla bo imomdae ttoen a ade adame bogo ada eka dägagän däbe apte pätt dämädämällang lla de Ngämo kaeg",NA,"","","kaeg","relation type,","ngämo","yes","no",NA
"bäne","2.sg.poss","Ngäna bäne gagäll de wangaem anggan",NA,"ngäna","1.sg.nom","gagäll","bad","bäne (2)","yes","no",NA
"yaba","3.nsg.poss","Diba täräp me ddob zuu lla yaba sabi tamenyang a dedme dämanenang dadegaeya",NA,"lla","man","sabi","law","aba","yes","no",NA
"bäne","2.sg.poss","Ewatta diba apte pätt dämädämällang lla pate ada ekagan Ngäna bäne gagäll de wangaem anggan",NA,"ngäna","1.sg.nom","gagäll","bad","bäne (2)","yes","no",NA
"yaba","3.nsg.poss","Ttongo lla da gänya ekaklle ulle me ddone mullae dan aeya mɨnyi lla yaba gagäll de bawengaemnegän Adi bo daeben ttongdae mängall a gagäll wangaem e!",NA,"lla","person","gagäll","bad","aba","yes","no",NA
"bo","3.sg.poss","Ttongo lla da gänya ekaklle ulle me ddone mullae dan aeya mɨnyi lla yaba gagäll de bawengaemnegän Adi bo daeben ttongdae mängall a gagäll wangaem e!",NA,"adi","God","daeben","cop.only.prs.sgS","bo","yes","no",NA
"yaba","3.nsg.poss","Zuu lla yaba sabi tamenyang a abo Yesu bäne eka panypenyatt pallall gongnomenynegnän a eka papot gognegnän oba makäp meae",NA,"lla","man","sabi","law","aba","yes","no",NA
"bäne","3.sg.pst.poss","Zuu lla yaba sabi tamenyang a abo Yesu bäne eka panypenyatt pallall gongnomenynegnän a eka papot gognegnän oba makäp meae",NA,"yesu","Jesus","eka","speak","bäne","yes","yes",NA
"oba","3.nsg.poss","Zuu lla yaba sabi tamenyang a abo Yesu bäne eka panypenyatt pallall gongnomenynegnän a eka papot gognegnän oba makäp meae",NA,"gognegnän","aux.rem.dur.3plS","makäp","inside","oba","yes","no",NA
"obo","3.sg.poss","Yesu dedamae umllang gogon obo anyke alle ende ubi eka papot gognegnän oba makäp meae",NA,"gogon","aux.rem.3sgS","anyke","spirit","obo","yes","no",NA
"oba","3.nsg.poss","Yesu dedamae umllang gogon obo anyke alle ende ubi eka papot gognegnän oba makäp meae",NA,"gognegnän","aux.rem.dur.3plS","makäp","inside","oba","yes","no",NA
"bäne","2.sg.poss","Ngase bibi ngänäm ede umllang nageyo eran ke kuddukuddull eka da panypeny e gänya apte pätt dämädämällang lla pate Ngäna bäne gagäll de wangaem anggan o ada eka we Angällbän bäne tät de nängällbän a maa we nalle",NA,"ngäna","1.sg.nom","gagäll","bad","bäne (2)","yes","no",NA
"bäne","2.sg.poss","Ngase bibi ngänäm ede umllang nageyo eran ke kuddukuddull eka da panypeny e gänya apte pätt dämädämällang lla pate Ngäna bäne gagäll de wangaem anggan o ada eka we Angällbän bäne tät de nängällbän a maa we nalle",NA,"","","tät","stretcher","bäne (2)","yes","no",NA
"bo","3.sg.poss","Be ngäna mɨnyi beyantepmenyneg bibra umllang e ada Lla bo Llɨg bälle ulle abal mängall a daden gänya ekaklle ulle me lla yaba gagäll wangaem e",NA,"lla","man","llɨg","son","bo","yes","no","kinship"
"yaba","3.nsg.poss","Be ngäna mɨnyi beyantepmenyneg bibra umllang e ada Lla bo Llɨg bälle ulle abal mängall a daden gänya ekaklle ulle me lla yaba gagäll wangaem e",NA,"lla","man","gagäll","bad","aba","yes","no",NA
"bäne","2.sg.poss","Bogo abo ada eka gogon apte pätt dämädämällang lla pate Ngäna bam umllang nallan Angällbän bäne tät de nängällbän a maa we nalle",NA,"","","tät","stretcher","bäne (2)","yes","no",NA
"yaba","3.nsg.poss","Angde Yesu diba lla pate ada ingollang eka gogon däbe lla da diba täräp abal meae gongällbänän gogezänän tämamae lla yaba ikopangae a dallän maa we",NA,"lla","man","ikopangae","visibly","aba","yes","no",NA
"yaba","3.nsg.poss","Diba ttoen me ubira tämamae lla yaba läponang gogon be ako Adi bom ulle abal mer indrang kili dägneyo a ada eka gognegnän Ngämi ddone abal ada ingollang ttoen de ngattong ikop dägaeya",NA,"lla","man","läponang","doubt-agt","aba","yes","no",NA
"obo","3.sg.poss","Yesu Lebi Bom Olle Dägagän Obo Kollmällang Ee",NA,"dägagän","aux.rem.3nsgA>3sgP","kollmällang","","obo","yes","no","kinship"
"bäne","3.sg.pst.poss","Ttongo täräp me Yesu kame gongosän Geleli bem menae e a lla gul ulle da deyarän obo pate a bogo Adi bäne Mer Eka tameny de dängkaemnegän",NA,"adi","God","mer eka","good news","bäne","yes","yes",NA
"obo","3.sg.poss","Obo tameny imnealle angde bogo Geleli bem menae dae dallnän bogo ttongo teks mani ngällbänanang lla de ikop dägagän obo bin a Lebi Alpayas bo llɨg",NA,"dängkaemnegän","start.pl.rem.3sgA>3plP,","tameny","teach","obo","yes","no",NA
"obo","3.sg.poss","Obo tameny imnealle angde bogo Geleli bem menae dae dallnän bogo ttongo teks mani ngällbänanang lla de ikop dägagän obo bin a Lebi Alpayas bo llɨg",NA,"","","bin","name","obo","yes","no",NA
"bo","3.sg.poss","Obo tameny imnealle angde bogo Geleli bem menae dae dallnän bogo ttongo teks mani ngällbänanang lla de ikop dägagän obo bin a Lebi Alpayas bo llɨg",NA,"alpayas","Alpayas","llɨg","boy,","bo","yes","no","kinship"
"aba","3.nsg.poss","Lebi teks mani ngällbänang aba opes ma ik mi dämenang dagirnän",NA,"ngällbänang","get-agt","opes","","aba","yes","no",NA
"obo","3.sg.poss","Imnealle abo Lebi dantrumenynegän Yesu a obo kollmällang a obo maa we toto otät duwem e",NA,"a","nom","kollmällang","disciple","obo","yes","no","kinship"
"obo","3.sg.poss","Imnealle abo Lebi dantrumenynegän Yesu a obo kollmällang a obo maa we toto otät duwem e",NA,"","","maa","house","obo","yes","no",NA
"bo","3.sg.poss","Angde Yesu dallnän Lebi bo maa we nyongo me yuwog abal teks mani ngällbänanang lla da wa zuu lla da amim de gagäll ttoenang lla walle dänttaemaemneyo Yesu bom dongkollmällneyo ade",NA,"lebi","","maa","house","bo","yes","no",NA
"obo","3.sg.poss","Ede Yesu angde duwem gognän obo kollmällang aba peyang däbe teks mani ngällbänang lla da wa zuu lla da amim de gagäll ttoenang lla walle dänttaemaemneyo ubi ade dädmawän a llameae oba peyang otät duwem gognegnän",NA,"gognän","aux.rem.dur.3sgS","kollmällang","disciple","obo","yes","no","kinship"
"yaba","3.nsg.poss","Ddob zuu lla yaba sabi tamenyang a ami parasi dagaeya gobällän a maa uud alle dägabällabän",NA,"lla","man","sabi","law","aba","yes","no",NA
"bo","3.sg.poss","Adame ubi Yesu bo kollmällang de dangnoemenyaemeyo ada Ewatta ke bogo teks mani ngällbänanang lla da wa ako gagäll ttoenang lla da oba peyang duwem allan",NA,"yesu","Jesus","kollmällang","disciple","bo","yes","no","kinship"
"oba","3.nsg.poss","Ede adawatta ngäna ddone ubira olle we de deyar ttam e ami mer ttättle ttoenang eka anggan be ngäna ubira olle we de deyar yuwog lla da ami dag gagäll ttoenang a ako oba gagäll ttoen wangaem e ubira ttam e",NA,"ako","again","gagäll","bad","oba","yes","no",NA
"bo","3.sg.poss","Ttongo täräp me Zon bo koll mällang a wa parasi lla da kok tärangg ttoen me dazärän",NA,"zon","John","koll","bow part","bo","yes","no",NA
"bo","3.sg.poss","Ddob lla da gobällän Yesu pate a dangnoeyo obom ada Ewatta ke Zon bo kollmällang a wa parasi lla da kok tärangg me giddollneneran a be bäne ako ddone",NA,"zon","John","kollmällang","disciple","bo","yes","no","kinship"
"bäne","2.sg.poss","Ddob lla da gobällän Yesu pate a dangnoeyo obom ada Ewatta ke Zon bo kollmällang a wa parasi lla da kok tärangg me giddollneneran a be bäne ako ddone",NA,"be","but","ako","again","bäne (2)","yes","no",NA
"iba","1.nsg.poss","Yesu sanawang eka walle ada eka muu gogon Iba ulle umllang dag ada sisor maret lla bo maa me obo täbädd a ai otät duwem a kili me giddollnenang dag",NA,"","","ulle","big","iba","yes","no",NA
"bo","3.sg.poss","Yesu sanawang eka walle ada eka muu gogon Iba ulle umllang dag ada sisor maret lla bo maa me obo täbädd a ai otät duwem a kili me giddollnenang dag",NA,"lla","man","maa","house","bo","yes","no",NA
"obo","3.sg.poss","Yesu sanawang eka walle ada eka muu gogon Iba ulle umllang dag ada sisor maret lla bo maa me obo täbädd a ai otät duwem a kili me giddollnenang dag",NA,"me","loc","täbädd","strange","obo","yes","no",NA
"bo","3.sg.poss","Ede alla ingollang ke sisor maret lla bo gäbädd a mɨnyi maret ma me kok tärangg me bazärnän",NA,"lla","man","gäbädd","","bo","yes","no",NA
"ngämo","1.sg.poss","Bibi ka ngämo sisor ttam giddoll ngalen tameny kolloe e de adamalla bina masamasar abaene sabi sinenatt peyang",NA,"ka","counterfactual","sisor","new","ngämo","yes","no",NA
"bina","2.nsg.poss","Bibi ka ngämo sisor ttam giddoll ngalen tameny kolloe e de adamalla bina masamasar abaene sabi sinenatt peyang",NA,"adamalla","like this-aux.prs.1|2plS|1|2nsgA>plP","masamasar","ancestors","bina","yes","no","kinship"
"abaene","3.nsg.pst.poss","Bibi ka ngämo sisor ttam giddoll ngalen tameny kolloe e de adamalla bina masamasar abaene sabi sinenatt peyang",NA,"masamasar","ancestors","sabi","law","abaene","yes","yes",NA
